1 Estudio de Toy Story? | A) Pixar | B) DreamWorks | C) Illumination,A
323 Planeta conocido como el planeta rojo? | A) Mercurio | B) Marte | C) Jupiter,B
324 Artista del album Thriller? | A) Prince | B) Madonna | C) Michael Jackson,C
325 Boya de colores en el mar indica? | A) Pesca | B) Surf | C) Senalizacion,C
326 Libertador de Chile? | A) Manuel Rodriguez | B) Bernardo O Higgins | C) Jose de San Martin,B
327 La NBA corresponde a? | A) Hockey | B) Baloncesto | C) Beisbol,B
328 Torneo mas importante de clubes en Europa? | A) Conference League | B) Europa League | C) Liga de Campeones,C
329 Trilogia famosa con un anillo y un mago? | A) Harry Potter | B) El senor de los anillos | C) Narnia,B
330 Cristiano Ronaldo es originario de? | A) Portugal | B) Espana | C) Brasil,A
331 Metal mas ligero? | A) Magnesio | B) Aluminio | C) Litio,C
332 Cristiano Ronaldo es originario de? | A) Portugal | B) Brasil | C) Espana,A
333 Gol en tenis se llama? | A) Gol | B) Punto | C) Canasta,B
334 Pais de nacimiento de Simon Bolivar? | A) Peru | B) Colombia | C) Venezuela,C
335 Cual es la capital de Turquia? | A) Pekin | B) Ankara | C) Caracas,B
336 Pais de nacimiento de Simon Bolivar? | A) Venezuela | B) Colombia | C) Peru,A
337 Cuantos anillos olimpicos hay? | A) 5 | B) 4 | C) 6,A
338 Primer hombre en pisar la Luna? | A) Yuri Gagarin | B) Neil Armstrong | C) Buzz Aldrin,B
339 Lider de la independencia de la India con no violencia? | A) Gandhi | B) Jinnah | C) Nehru,A
340 Superficie principal de Roland Garros? | A) Cesped | B) Dura | C) Arcilla,C
341 Pintor del Guernica? | A) Joan Miro | B) Salvador Dali | C) Pablo Picasso,C
342 Instrumento de teclas y cuerdas? | A) Guitarra | B) Flauta | C) Piano,C
343 Tejido donde ocurre el intercambio de gases? | A) Pulmones | B) Higado | C) Rinones,A
344 Autor de Cien anios de soledad? | A) Julio Cortazar | B) Gabriel Garcia Marquez | C) Mario Vargas Llosa,B
345 Libertador de Chile? | A) Jose de San Martin | B) Manuel Rodriguez | C) Bernardo O Higgins,C
346 Lengua oficial de Brasil? | A) Portugues | B) Ingles | C) Espanol,A
347 Quien pinto La Gioconda? | A) Leonardo da Vinci | B) Miguel Angel | C) Rafael,A
348 Lengua con mas hablantes nativos? | A) Espanol | B) Chino mandarin | C) Ingles,B
349 Tejido donde ocurre el intercambio de gases? | A) Pulmones | B) Higado | C) Rinones,A
350 Que vitamina se obtiene del sol? | A) Vitamina D | B) Vitamina C | C) Vitamina B12,A
351 Proceso por el cual las plantas producen alimento? | A) Fermentacion | B) Respiracion | C) Fotosintesis,C
352 Principal satelite natural de la Tierra? | A) Fobos | B) La Luna | C) Titan,B
353 Messi gano el Mundial con Argentina en? | A) 2018 | B) 2014 | C) 2022,C
354 Trilogia famosa con un anillo y un mago? | A) Harry Potter | B) El senor de los anillos | C) Narnia,B
355 Primera mujer en ganar un Premio Nobel? | A) Rosalind Franklin | B) Ada Lovelace | C) Marie Curie,C
356 Compositor de Fur Elise? | A) Bach | B) Beethoven | C) Mozart,B
357 Gas mas abundante del aire? | A) Dioxido de carbono | B) Oxigeno | C) Nitrogeno,C
358 Boya de colores en el mar indica? | A) Senalizacion | B) Pesca | C) Surf,A
359 Bebida tradicional de Argentina y Uruguay? | A) Te | B) Cafe | C) Mate,C
360 Lengua con mas hablantes nativos? | A) Ingles | B) Chino mandarin | C) Espanol,B
361 Primera mujer en ganar un Premio Nobel? | A) Marie Curie | B) Rosalind Franklin | C) Ada Lovelace,A
362 Que vitamina se obtiene del sol? | A) Vitamina B12 | B) Vitamina C | C) Vitamina D,C
363 Tejido donde ocurre el intercambio de gases? | A) Pulmones | B) Rinones | C) Higado,A
364 Cristiano Ronaldo es originario de? | A) Brasil | B) Portugal | C) Espana,B
365 Gol en tenis se llama? | A) Canasta | B) Gol | C) Punto,C
366 Quien pinto La Gioconda? | A) Miguel Angel | B) Rafael | C) Leonardo da Vinci,C
367 Gas mas abundante del aire? | A) Dioxido de carbono | B) Nitrogeno | C) Oxigeno,B
368 Messi gano el Mundial con Argentina en? | A) 2018 | B) 2014 | C) 2022,C
369 Metal mas ligero? | A) Litio | B) Magnesio | C) Aluminio,A
370 Autor de Cien anios de soledad? | A) Mario Vargas Llosa | B) Julio Cortazar | C) Gabriel Garcia Marquez,C
371 Torneo mas importante de clubes en Europa? | A) Conference League | B) Liga de Campeones | C) Europa League,B
372 Pintor del Guernica? | A) Salvador Dali | B) Joan Miro | C) Pablo Picasso,C
373 Cuantos jugadores por equipo en futbol en cancha? | A) 12 | B) 10 | C) 11,C
374 Estacion posterior a la primavera en el hemisferio sur? | A) Invierno | B) Otono | C) Verano,A
375 Franquicia con Pokebolas? | A) Yo Kai Watch | B) Pokemon | C) Digimon,B
376 Quien pinto La Gioconda? | A) Miguel Angel | B) Rafael | C) Leonardo da Vinci,C
377 Color que resulta de mezclar azul y amarillo? | A) Naranja | B) Verde | C) Violeta,B
378 Compositor de Fur Elise? | A) Beethoven | B) Bach | C) Mozart,A
379 Particula con carga negativa? | A) Neutron | B) Proton | C) Electron,C
380 Instrumento de teclas y cuerdas? | A) Guitarra | B) Piano | C) Flauta,B
381 Estudio de Toy Story? | A) Illumination | B) DreamWorks | C) Pixar,C
382 Proceso por el cual las plantas producen alimento? | A) Fermentacion | B) Respiracion | C) Fotosintesis,C
383 Estacion posterior a la primavera en el hemisferio sur? | A) Verano | B) Otono | C) Invierno,C
384 Civilizacion que construyo las piramides de Giza? | A) Romana | B) Egipcia | C) Maya,B
385 Pais sede del Mundial FIFA 2014? | A) Sudafrica | B) Alemania | C) Brasil,C
386 Que vitamina se obtiene del sol? | A) Vitamina D | B) Vitamina B12 | C) Vitamina C,A
387 Proceso por el cual las plantas producen alimento? | A) Fotosintesis | B) Fermentacion | C) Respiracion,A
388 Planta que produce algodon? | A) Algodonero | B) Maiz | C) Trigo,A
389 La NBA corresponde a? | A) Hockey | B) Beisbol | C) Baloncesto,C
390 Bebida tradicional de Argentina y Uruguay? | A) Cafe | B) Mate | C) Te,B
391 Organo que bombea la sangre? | A) Pulmon | B) Corazon | C) Higado,B
392 Cuantos jugadores por equipo en futbol en cancha? | A) 10 | B) 11 | C) 12,B
393 Cristiano Ronaldo es originario de? | A) Portugal | B) Brasil | C) Espana,A
394 Barco que se hundio en 1912? | A) Britannic | B) Titanic | C) Lusitania,B
395 Lengua oficial de Brasil? | A) Ingles | B) Espanol | C) Portugues,C
396 Artista del album Thriller? | A) Michael Jackson | B) Prince | C) Madonna,A
397 Pais de nacimiento de Simon Bolivar? | A) Colombia | B) Peru | C) Venezuela,C
398 Que vitamina se obtiene del sol? | A) Vitamina C | B) Vitamina D | C) Vitamina B12,B
399 Lider de la independencia de la India con no violencia? | A) Jinnah | B) Nehru | C) Gandhi,C
400 Superficie principal de Roland Garros? | A) Cesped | B) Arcilla | C) Dura,B
401 Trilogia famosa con un anillo y un mago? | A) Harry Potter | B) El senor de los anillos | C) Narnia,B
402 Planta que produce algodon? | A) Trigo | B) Algodonero | C) Maiz,B
403 Artista del album Thriller? | A) Prince | B) Michael Jackson | C) Madonna,B
404 Bebida tradicional de Argentina y Uruguay? | A) Te | B) Cafe | C) Mate,C
405 Rama de la ciencia que estudia los seres vivos? | A) Fisica | B) Biologia | C) Geologia,B
406 Superficie principal de Roland Garros? | A) Cesped | B) Dura | C) Arcilla,C
407 Estudio de Toy Story? | A) Illumination | B) DreamWorks | C) Pixar,C
408 Cuantos anillos olimpicos hay? | A) 6 | B) 5 | C) 4,B
409 Color que resulta de mezclar azul y amarillo? | A) Violeta | B) Verde | C) Naranja,B
410 Instrumento de teclas y cuerdas? | A) Guitarra | B) Piano | C) Flauta,B
411 Cuantos anillos olimpicos hay? | A) 4 | B) 5 | C) 6,B
412 Pais donde esta Machu Picchu? | A) Ecuador | B) Bolivia | C) Peru,C
413 Imperio de Julio Cesar? | A) Persa | B) Romano | C) Griego,B
414 Gas mas abundante del aire? | A) Dioxido de carbono | B) Oxigeno | C) Nitrogeno,C
415 Autor de Cien anios de soledad? | A) Julio Cortazar | B) Gabriel Garcia Marquez | C) Mario Vargas Llosa,B
416 Instrumento de teclas y cuerdas? | A) Flauta | B) Piano | C) Guitarra,B
417 Gas mas abundante del aire? | A) Dioxido de carbono | B) Nitrogeno | C) Oxigeno,B
418 H2O es la formula de? | A) Agua | B) Peroxido | C) Oxigeno,A
419 Organo que bombea la sangre? | A) Corazon | B) Pulmon | C) Higado,A
420 Organo que bombea la sangre? | A) Higado | B) Corazon | C) Pulmon,B
421 Kamehameha pertenece a? | A) Dragon Ball | B) Naruto | C) One Piece,A
422 Cuantos jugadores por equipo en futbol en cancha? | A) 11 | B) 10 | C) 12,A
423 Civilizacion que construyo las piramides de Giza? | A) Egipcia | B) Romana | C) Maya,A
424 Artista del album Thriller? | A) Madonna | B) Prince | C) Michael Jackson,C
425 Anio en que comenzo la Segunda Guerra Mundial? | A) 1945 | B) 1914 | C) 1939,C
426 Pais de nacimiento de Simon Bolivar? | A) Colombia | B) Venezuela | C) Peru,B
427 Que vitamina se obtiene del sol? | A) Vitamina B12 | B) Vitamina D | C) Vitamina C,B
428 Torneo mas importante de clubes en Europa? | A) Conference League | B) Europa League | C) Liga de Campeones,C
429 Civilizacion que construyo las piramides de Giza? | A) Romana | B) Maya | C) Egipcia,C
430 Lider de la independencia de la India con no violencia? | A) Gandhi | B) Nehru | C) Jinnah,A
431 Que vitamina se obtiene del sol? | A) Vitamina B12 | B) Vitamina D | C) Vitamina C,B
432 Anio en que comenzo la Segunda Guerra Mundial? | A) 1945 | B) 1914 | C) 1939,C
433 Que vitamina se obtiene del sol? | A) Vitamina C | B) Vitamina D | C) Vitamina B12,B
434 Estudio de Toy Story? | A) Pixar | B) DreamWorks | C) Illumination,A
435 Particula con carga negativa? | A) Proton | B) Neutron | C) Electron,C
436 Anio en que comenzo la Segunda Guerra Mundial? | A) 1939 | B) 1945 | C) 1914,A
437 Lengua con mas hablantes nativos? | A) Chino mandarin | B) Ingles | C) Espanol,A
438 Unidad SI de fuerza? | A) Pascal | B) Joule | C) Newton,C
439 Unidad SI de fuerza? | A) Pascal | B) Joule | C) Newton,C
440 Lengua oficial de Brasil? | A) Portugues | B) Ingles | C) Espanol,A
441 Planeta conocido como el planeta rojo? | A) Mercurio | B) Jupiter | C) Marte,C
442 Organo que bombea la sangre? | A) Higado | B) Pulmon | C) Corazon,C
443 Artista del album Thriller? | A) Madonna | B) Michael Jackson | C) Prince,B
444 Artista del album Thriller? | A) Michael Jackson | B) Prince | C) Madonna,A
445 Serie con dragones y un trono? | A) Vikings | B) Game of Thrones | C) The Witcher,B
446 Planta que produce algodon? | A) Trigo | B) Maiz | C) Algodonero,C
447 Particula con carga negativa? | A) Electron | B) Neutron | C) Proton,A
448 Libertador de Chile? | A) Manuel Rodriguez | B) Jose de San Martin | C) Bernardo O Higgins,C
449 Artista del album Thriller? | A) Michael Jackson | B) Madonna | C) Prince,A
450 Particula con carga negativa? | A) Proton | B) Neutron | C) Electron,C
451 Lengua oficial de Brasil? | A) Espanol | B) Ingles | C) Portugues,C
452 Primera mujer en ganar un Premio Nobel? | A) Ada Lovelace | B) Rosalind Franklin | C) Marie Curie,C
453 Torneo mas importante de clubes en Europa? | A) Conference League | B) Liga de Campeones | C) Europa League,B
454 Cristiano Ronaldo es originario de? | A) Portugal | B) Espana | C) Brasil,A
455 Pais de nacimiento de Simon Bolivar? | A) Peru | B) Venezuela | C) Colombia,B
456 Pintor del Guernica? | A) Salvador Dali | B) Pablo Picasso | C) Joan Miro,B
457 Gas mas abundante del aire? | A) Oxigeno | B) Nitrogeno | C) Dioxido de carbono,B
458 La NBA corresponde a? | A) Hockey | B) Baloncesto | C) Beisbol,B
459 Gas mas abundante del aire? | A) Oxigeno | B) Dioxido de carbono | C) Nitrogeno,C
460 Gas mas abundante del aire? | A) Dioxido de carbono | B) Nitrogeno | C) Oxigeno,B
461 Cuantos jugadores por equipo en futbol en cancha? | A) 11 | B) 12 | C) 10,A
462 Primera mujer en ganar un Premio Nobel? | A) Ada Lovelace | B) Marie Curie | C) Rosalind Franklin,B
463 Trilogia famosa con un anillo y un mago? | A) Narnia | B) El senor de los anillos | C) Harry Potter,B
464 Cristiano Ronaldo es originario de? | A) Portugal | B) Brasil | C) Espana,A
465 Animal conocido como el rey de la selva? | A) Leon | B) Tigre | C) Pantera,A
466 Que vitamina se obtiene del sol? | A) Vitamina B12 | B) Vitamina C | C) Vitamina D,C
467 Serie con dragones y un trono? | A) The Witcher | B) Game of Thrones | C) Vikings,B
468 Barco que se hundio en 1912? | A) Lusitania | B) Titanic | C) Britannic,B
469 Rama de la ciencia que estudia los seres vivos? | A) Biologia | B) Fisica | C) Geologia,A
470 Tejido donde ocurre el intercambio de gases? | A) Higado | B) Rinones | C) Pulmones,C
471 Lider de la independencia de la India con no violencia? | A) Gandhi | B) Jinnah | C) Nehru,A
472 Kamehameha pertenece a? | A) Naruto | B) One Piece | C) Dragon Ball,C
473 Serie con dragones y un trono? | A) The Witcher | B) Game of Thrones | C) Vikings,B
474 Superficie principal de Roland Garros? | A) Arcilla | B) Dura | C) Cesped,A
475 Primer hombre en pisar la Luna? | A) Yuri Gagarin | B) Buzz Aldrin | C) Neil Armstrong,C
476 Unidad SI de fuerza? | A) Newton | B) Joule | C) Pascal,A
477 Anio en que comenzo la Segunda Guerra Mundial? | A) 1939 | B) 1914 | C) 1945,A
478 Primer hombre en pisar la Luna? | A) Neil Armstrong | B) Buzz Aldrin | C) Yuri Gagarin,A
479 Organo que bombea la sangre? | A) Higado | B) Pulmon | C) Corazon,C
480 Estacion posterior a la primavera en el hemisferio sur? | A) Verano | B) Invierno | C) Otono,B
481 Autor de Cien anios de soledad? | A) Gabriel Garcia Marquez | B) Mario Vargas Llosa | C) Julio Cortazar,A
482 Deporte principal de Michael Jordan? | A) Futbol americano | B) Baloncesto | C) Beisbol,B
483 Barco que se hundio en 1912? | A) Britannic | B) Lusitania | C) Titanic,C
484 Autor de Cien anios de soledad? | A) Mario Vargas Llosa | B) Julio Cortazar | C) Gabriel Garcia Marquez,C
485 Organo que bombea la sangre? | A) Pulmon | B) Corazon | C) Higado,B
486 Superficie principal de Roland Garros? | A) Dura | B) Cesped | C) Arcilla,C
487 Cuantos anillos olimpicos hay? | A) 6 | B) 5 | C) 4,B
488 Libertador de Chile? | A) Jose de San Martin | B) Bernardo O Higgins | C) Manuel Rodriguez,B
489 Torneo mas importante de clubes en Europa? | A) Europa League | B) Liga de Campeones | C) Conference League,B
490 Proceso por el cual las plantas producen alimento? | A) Fermentacion | B) Respiracion | C) Fotosintesis,C
491 Messi gano el Mundial con Argentina en? | A) 2018 | B) 2022 | C) 2014,B
492 Barco que se hundio en 1912? | A) Lusitania | B) Britannic | C) Titanic,C
493 Lengua oficial de Brasil? | A) Ingles | B) Espanol | C) Portugues,C
494 Torneo mas importante de clubes en Europa? | A) Europa League | B) Conference League | C) Liga de Campeones,C
495 Instrumento de teclas y cuerdas? | A) Guitarra | B) Piano | C) Flauta,B
496 H2O es la formula de? | A) Agua | B) Peroxido | C) Oxigeno,A
497 Kamehameha pertenece a? | A) Dragon Ball | B) Naruto | C) One Piece,A
498 La NBA corresponde a? | A) Beisbol | B) Baloncesto | C) Hockey,B
499 Pintor del Guernica? | A) Joan Miro | B) Pablo Picasso | C) Salvador Dali,B
500 Pintor del Guernica? | A) Joan Miro | B) Pablo Picasso | C) Salvador Dali,B
501 Cristiano Ronaldo es originario de? | A) Brasil | B) Espana | C) Portugal,C
502 Tejido donde ocurre el intercambio de gases? | A) Pulmones | B) Higado | C) Rinones,A
503 Cual es la capital de Dinamarca? | A) Londres | B) Copenhague | C) Praga,B
504 Franquicia con Pokebolas? | A) Yo Kai Watch | B) Digimon | C) Pokemon,C
505 Cuantos jugadores por equipo en futbol en cancha? | A) 11 | B) 10 | C) 12,A
506 Bebida tradicional de Argentina y Uruguay? | A) Te | B) Cafe | C) Mate,C
507 Primer hombre en pisar la Luna? | A) Buzz Aldrin | B) Neil Armstrong | C) Yuri Gagarin,B
508 La NBA corresponde a? | A) Hockey | B) Beisbol | C) Baloncesto,C
509 Que vitamina se obtiene del sol? | A) Vitamina D | B) Vitamina C | C) Vitamina B12,A
510 Serie con dragones y un trono? | A) Game of Thrones | B) The Witcher | C) Vikings,A
511 Imperio de Julio Cesar? | A) Griego | B) Persa | C) Romano,C
512 Pais sede del Mundial FIFA 2014? | A) Brasil | B) Sudafrica | C) Alemania,A
513 Messi gano el Mundial con Argentina en? | A) 2022 | B) 2018 | C) 2014,A
514 Particula con carga negativa? | A) Proton | B) Electron | C) Neutron,B
515 Metal mas ligero? | A) Litio | B) Magnesio | C) Aluminio,A
516 Kamehameha pertenece a? | A) One Piece | B) Naruto | C) Dragon Ball,C
517 Pais de nacimiento de Simon Bolivar? | A) Colombia | B) Venezuela | C) Peru,B
518 Imperio de Julio Cesar? | A) Griego | B) Romano | C) Persa,B
519 Rama de la ciencia que estudia los seres vivos? | A) Geologia | B) Fisica | C) Biologia,C
520 Particula con carga negativa? | A) Electron | B) Proton | C) Neutron,A
521 Civilizacion que construyo las piramides de Giza? | A) Maya | B) Egipcia | C) Romana,B
522 Lengua oficial de Brasil? | A) Ingles | B) Portugues | C) Espanol,B
523 Gas mas abundante del aire? | A) Nitrogeno | B) Oxigeno | C) Dioxido de carbono,A
524 Compositor de Fur Elise? | A) Mozart | B) Bach | C) Beethoven,C
525 La NBA corresponde a? | A) Baloncesto | B) Hockey | C) Beisbol,A
526 Particula con carga negativa? | A) Proton | B) Neutron | C) Electron,C
527 Organo que bombea la sangre? | A) Higado | B) Corazon | C) Pulmon,B
528 Organo que bombea la sangre? | A) Higado | B) Pulmon | C) Corazon,C
529 Unidad SI de fuerza? | A) Newton | B) Pascal | C) Joule,A
530 Serie con dragones y un trono? | A) The Witcher | B) Vikings | C) Game of Thrones,C
531 Planeta conocido como el planeta rojo? | A) Marte | B) Mercurio | C) Jupiter,A
532 Primera mujer en ganar un Premio Nobel? | A) Ada Lovelace | B) Rosalind Franklin | C) Marie Curie,C
533 Que vitamina se obtiene del sol? | A) Vitamina B12 | B) Vitamina D | C) Vitamina C,B
534 Bebida tradicional de Argentina y Uruguay? | A) Te | B) Mate | C) Cafe,B
535 Planta que produce algodon? | A) Trigo | B) Algodonero | C) Maiz,B
536 Lengua con mas hablantes nativos? | A) Chino mandarin | B) Espanol | C) Ingles,A
537 Proceso por el cual las plantas producen alimento? | A) Respiracion | B) Fotosintesis | C) Fermentacion,B
538 Lider de la independencia de la India con no violencia? | A) Nehru | B) Gandhi | C) Jinnah,B
539 Deporte principal de Michael Jordan? | A) Baloncesto | B) Beisbol | C) Futbol americano,A
540 Planta que produce algodon? | A) Maiz | B) Algodonero | C) Trigo,B
541 Metal mas ligero? | A) Aluminio | B) Litio | C) Magnesio,B
542 Instrumento de teclas y cuerdas? | A) Piano | B) Guitarra | C) Flauta,A
543 Tejido donde ocurre el intercambio de gases? | A) Rinones | B) Pulmones | C) Higado,B
544 Planeta conocido como el planeta rojo? | A) Jupiter | B) Marte | C) Mercurio,B
545 Lengua con mas hablantes nativos? | A) Chino mandarin | B) Ingles | C) Espanol,A
546 Messi gano el Mundial con Argentina en? | A) 2022 | B) 2014 | C) 2018,A
547 Estacion posterior a la primavera en el hemisferio sur? | A) Otono | B) Verano | C) Invierno,C
548 Superficie principal de Roland Garros? | A) Cesped | B) Dura | C) Arcilla,C
549 Gas mas abundante del aire? | A) Dioxido de carbono | B) Oxigeno | C) Nitrogeno,C
550 Messi gano el Mundial con Argentina en? | A) 2014 | B) 2018 | C) 2022,C
551 Unidad SI de fuerza? | A) Newton | B) Joule | C) Pascal,A
552 Que vitamina se obtiene del sol? | A) Vitamina D | B) Vitamina C | C) Vitamina B12,A
553 Organo que bombea la sangre? | A) Pulmon | B) Corazon | C) Higado,B
554 Artista del album Thriller? | A) Prince | B) Michael Jackson | C) Madonna,B
555 Gol en tenis se llama? | A) Canasta | B) Punto | C) Gol,B
556 Primera mujer en ganar un Premio Nobel? | A) Ada Lovelace | B) Rosalind Franklin | C) Marie Curie,C
557 Superficie principal de Roland Garros? | A) Dura | B) Arcilla | C) Cesped,B
558 Barco que se hundio en 1912? | A) Britannic | B) Lusitania | C) Titanic,C
559 Pais sede del Mundial FIFA 2014? | A) Sudafrica | B) Alemania | C) Brasil,C
560 Estacion posterior a la primavera en el hemisferio sur? | A) Invierno | B) Otono | C) Verano,A
561 Quien pinto La Gioconda? | A) Miguel Angel | B) Rafael | C) Leonardo da Vinci,C
562 Organo que bombea la sangre? | A) Higado | B) Corazon | C) Pulmon,B
563 H2O es la formula de? | A) Peroxido | B) Oxigeno | C) Agua,C
564 Anio en que comenzo la Segunda Guerra Mundial? | A) 1945 | B) 1939 | C) 1914,B
565 Estudio de Toy Story? | A) Pixar | B) DreamWorks | C) Illumination,A
566 Civilizacion que construyo las piramides de Giza? | A) Maya | B) Egipcia | C) Romana,B
567 Serie con dragones y un trono? | A) The Witcher | B) Vikings | C) Game of Thrones,C
568 Trilogia famosa con un anillo y un mago? | A) Harry Potter | B) El senor de los anillos | C) Narnia,B
569 Gol en tenis se llama? | A) Gol | B) Punto | C) Canasta,B
570 Serie con dragones y un trono? | A) Game of Thrones | B) The Witcher | C) Vikings,A
571 Barco que se hundio en 1912? | A) Lusitania | B) Britannic | C) Titanic,C
572 Instrumento de teclas y cuerdas? | A) Piano | B) Guitarra | C) Flauta,A
573 Que vitamina se obtiene del sol? | A) Vitamina B12 | B) Vitamina C | C) Vitamina D,C
574 Kamehameha pertenece a? | A) Naruto | B) One Piece | C) Dragon Ball,C
575 Pais sede del Mundial FIFA 2014? | A) Sudafrica | B) Alemania | C) Brasil,C
576 Particula con carga negativa? | A) Neutron | B) Proton | C) Electron,C
577 Particula con carga negativa? | A) Neutron | B) Proton | C) Electron,C
578 Estacion posterior a la primavera en el hemisferio sur? | A) Verano | B) Invierno | C) Otono,B
579 Animal conocido como el rey de la selva? | A) Pantera | B) Tigre | C) Leon,C
580 Primera mujer en ganar un Premio Nobel? | A) Rosalind Franklin | B) Ada Lovelace | C) Marie Curie,C
581 Lider de la independencia de la India con no violencia? | A) Gandhi | B) Jinnah | C) Nehru,A
582 Primera mujer en ganar un Premio Nobel? | A) Ada Lovelace | B) Marie Curie | C) Rosalind Franklin,B
583 Torneo mas importante de clubes en Europa? | A) Liga de Campeones | B) Europa League | C) Conference League,A
584 Franquicia con Pokebolas? | A) Pokemon | B) Digimon | C) Yo Kai Watch,A
585 Pais de nacimiento de Simon Bolivar? | A) Colombia | B) Peru | C) Venezuela,C
586 Pais sede del Mundial FIFA 2014? | A) Sudafrica | B) Alemania | C) Brasil,C
587 Libertador de Chile? | A) Manuel Rodriguez | B) Bernardo O Higgins | C) Jose de San Martin,B
588 Cuantos jugadores por equipo en futbol en cancha? | A) 11 | B) 12 | C) 10,A
589 Serie con dragones y un trono? | A) Vikings | B) Game of Thrones | C) The Witcher,B
590 Primer hombre en pisar la Luna? | A) Neil Armstrong | B) Yuri Gagarin | C) Buzz Aldrin,A
591 Libertador de Chile? | A) Jose de San Martin | B) Manuel Rodriguez | C) Bernardo O Higgins,C
592 Pais de nacimiento de Simon Bolivar? | A) Colombia | B) Venezuela | C) Peru,B
593 Quien pinto La Gioconda? | A) Rafael | B) Leonardo da Vinci | C) Miguel Angel,B
594 Color que resulta de mezclar azul y amarillo? | A) Naranja | B) Violeta | C) Verde,C
595 Gol en tenis se llama? | A) Gol | B) Punto | C) Canasta,B
596 Barco que se hundio en 1912? | A) Titanic | B) Lusitania | C) Britannic,A
597 Barco que se hundio en 1912? | A) Titanic | B) Lusitania | C) Britannic,A
598 Que vitamina se obtiene del sol? | A) Vitamina D | B) Vitamina B12 | C) Vitamina C,A
599 Organo que bombea la sangre? | A) Pulmon | B) Corazon | C) Higado,B
600 Autor de Cien anios de soledad? | A) Julio Cortazar | B) Gabriel Garcia Marquez | C) Mario Vargas Llosa,B
601 Tejido donde ocurre el intercambio de gases? | A) Rinones | B) Higado | C) Pulmones,C
602 Particula con carga negativa? | A) Proton | B) Electron | C) Neutron,B
603 Bebida tradicional de Argentina y Uruguay? | A) Mate | B) Te | C) Cafe,A
604 Cuantos anillos olimpicos hay? | A) 5 | B) 4 | C) 6,A
605 H2O es la formula de? | A) Peroxido | B) Agua | C) Oxigeno,B
606 Primera mujer en ganar un Premio Nobel? | A) Rosalind Franklin | B) Ada Lovelace | C) Marie Curie,C
607 Pais sede del Mundial FIFA 2014? | A) Sudafrica | B) Brasil | C) Alemania,B
608 Color que resulta de mezclar azul y amarillo? | A) Naranja | B) Violeta | C) Verde,C
609 Libertador de Chile? | A) Jose de San Martin | B) Bernardo O Higgins | C) Manuel Rodriguez,B
610 Cuantos anillos olimpicos hay? | A) 4 | B) 5 | C) 6,B
611 Pintor del Guernica? | A) Salvador Dali | B) Joan Miro | C) Pablo Picasso,C
612 Anio en que comenzo la Segunda Guerra Mundial? | A) 1914 | B) 1939 | C) 1945,B
613 Primer hombre en pisar la Luna? | A) Neil Armstrong | B) Yuri Gagarin | C) Buzz Aldrin,A
614 Quien pinto La Gioconda? | A) Rafael | B) Miguel Angel | C) Leonardo da Vinci,C
615 H2O es la formula de? | A) Agua | B) Peroxido | C) Oxigeno,A
616 Imperio de Julio Cesar? | A) Persa | B) Romano | C) Griego,B
617 Cristiano Ronaldo es originario de? | A) Brasil | B) Portugal | C) Espana,B
618 Kamehameha pertenece a? | A) One Piece | B) Dragon Ball | C) Naruto,B
619 Boya de colores en el mar indica? | A) Senalizacion | B) Pesca | C) Surf,A
620 Serie con dragones y un trono? | A) Vikings | B) The Witcher | C) Game of Thrones,C
621 Kamehameha pertenece a? | A) Naruto | B) Dragon Ball | C) One Piece,B
622 Gol en tenis se llama? | A) Gol | B) Punto | C) Canasta,B
623 Franquicia con Pokebolas? | A) Digimon | B) Pokemon | C) Yo Kai Watch,B
624 Metal mas ligero? | A) Litio | B) Magnesio | C) Aluminio,A
625 Autor de Cien anios de soledad? | A) Gabriel Garcia Marquez | B) Mario Vargas Llosa | C) Julio Cortazar,A
626 Franquicia con Pokebolas? | A) Pokemon | B) Digimon | C) Yo Kai Watch,A
627 Deporte principal de Michael Jordan? | A) Baloncesto | B) Beisbol | C) Futbol americano,A
628 Proceso por el cual las plantas producen alimento? | A) Respiracion | B) Fotosintesis | C) Fermentacion,B
629 Organo que bombea la sangre? | A) Pulmon | B) Corazon | C) Higado,B
630 Lengua con mas hablantes nativos? | A) Espanol | B) Ingles | C) Chino mandarin,C
631 Messi gano el Mundial con Argentina en? | A) 2022 | B) 2014 | C) 2018,A
632 Lider de la independencia de la India con no violencia? | A) Jinnah | B) Gandhi | C) Nehru,B
633 Civilizacion que construyo las piramides de Giza? | A) Egipcia | B) Romana | C) Maya,A
634 Que vitamina se obtiene del sol? | A) Vitamina C | B) Vitamina D | C) Vitamina B12,B
635 Primera mujer en ganar un Premio Nobel? | A) Ada Lovelace | B) Rosalind Franklin | C) Marie Curie,C
636 Cual es la capital de Mexico? | A) Ciudad de Mexico | B) Dublin | C) Atenas,A
637 Metal mas ligero? | A) Aluminio | B) Magnesio | C) Litio,C
638 Unidad SI de fuerza? | A) Pascal | B) Joule | C) Newton,C
639 Rama de la ciencia que estudia los seres vivos? | A) Geologia | B) Fisica | C) Biologia,C
640 Pais de nacimiento de Simon Bolivar? | A) Peru | B) Colombia | C) Venezuela,C
641 Barco que se hundio en 1912? | A) Britannic | B) Lusitania | C) Titanic,C
642 Que vitamina se obtiene del sol? | A) Vitamina B12 | B) Vitamina C | C) Vitamina D,C
